time,position,x,y,z
37.0,57.96610169491525,0.0023019130270693403,7.602776930706891,0.004031017286228222
37.0,58.983050847457626,0.0023019130270698126,7.60277693070688,0.004031017286228252
37.0,60.0,0.002301913027069315,7.60277693070688,0.004031017286228209
37.2,0.0,0.002327939799846882,7.077960355011851,0.003719987247632627
37.2,1.0169491525423728,0.0023279397998456773,7.0779603550118555,0.0037199872476325925
37.2,2.0338983050847457,0.002327939799846524,7.077960355011834,0.003719987247632674
37.2,3.0508474576271185,0.002327939799846251,7.077960355011836,0.003719987247632625
37.2,4.067796610169491,0.0023279397998450537,7.077960355011854,0.0037199872476325778
37.2,5.084745762711864,0.0023279397998467446,7.077960355011871,0.00371998724763269
37.2,6.101694915254237,0.0023279397998479147,7.077960355011873,0.0037199872476326936
37.2,7.11864406779661,0.0023279397998456045,7.077960355011891,0.003719987247632598
37.2,8.135593220338983,0.002327939799846259,7.077960355011875,0.0037199872476326294
37.2,9.152542372881356,0.0023279397998472898,7.077960355011857,0.0037199872476327035
37.2,10.169491525423728,0.0023279397998464037,7.077960355011851,0.003719987247632576
37.2,11.1864406779661,0.0023279397998466015,7.077960355011807,0.003719987247632685
37.2,12.203389830508474,0.0023279397998473015,7.077960355011496,0.003719987247632639
37.2,13.220338983050848,0.00232793979984744,7.077960355007523,0.003719987247631204
37.2,14.23728813559322,0.0023279397998507254,7.07796035496111,0.0037199872476152028
37.2,15.254237288135592,0.0023279397998767445,7.077960354451687,0.003719987247436266
37.2,16.271186440677965,0.0023279398001605674,7.077960349234882,0.0037199872455771694
37.2,17.28813559322034,0.0023279398028552664,7.077960299750175,0.003719987227620889
37.2,18.305084745762713,0.00232793982628921,7.077959868884125,0.0037199870679102127
37.2,19.322033898305083,0.0023279400112865925,7.0779564629269,0.0037199857731261454
37.2,20.338983050847457,0.002327941319457694,7.077932346367334,0.003719976325271356
37.2,21.35593220338983,0.0023279494668427664,7.077781947082055,0.00371991524829328
37.2,22.3728813559322,0.0023279931680108465,7.0769742314746615,0.0037195727289190557
37.2,23.389830508474574,0.0023281884172105883,7.073362909375211,0.003717957971354456
37.2,24.406779661016948,0.002328877634342697,7.0606318080505845,0.003711880039102011
37.2,25.423728813559322,0.0023306748144270714,7.027648514887,0.0036949738288311012
37.2,26.440677966101696,0.002333972871600578,6.968006050440088,0.0036628443901698653
37.2,27.457627118644066,0.0023381959895304033,6.893316233089528,0.003622102369776466
37.2,28.47457627118644,0.002341971763010583,6.828101298621815,0.0035869907177052793
37.2,29.491525423728813,0.0023441017825218545,6.791948942245111,0.0035680859314032387
37.2,30.508474576271183,0.002344101782520732,6.791948942245037,0.0035680859314032617
37.2,31.525423728813557,0.002341971763011823,6.828101298621709,0.0035869907177049636
37.2,32.54237288135593,0.002338195989533691,6.893316233089452,0.0036221023697766467
37.2,33.559322033898304,0.002333972871600758,6.96800605044008,0.0036628443901698766
37.2,34.57627118644068,0.00233067481442745,7.027648514887018,0.003694973828831166
37.2,35.59322033898305,0.0023288776343411742,7.060631808050605,0.0037118800391019247
37.2,36.610169491525426,0.002328188417209746,7.073362909375198,0.0037179579713544353
37.2,37.62711864406779,0.002327993168010394,7.076974231474624,0.0037195727289189282
37.2,38.644067796610166,0.0023279494668433614,7.077781947081988,0.003719915248293237
37.2,39.66101694915254,0.0023279413194588613,7.077932346367284,0.0037199763252713514
37.2,40.67796610169491,0.002327940011286269,7.077956462926839,0.0037199857731261125
37.2,41.69491525423729,0.002327939826289454,7.077959868884089,0.0037199870679101923
37.2,42.71186440677966,0.002327939802856297,7.077960299750139,0.003719987227620925
37.2,43.728813559322035,0.002327939800162324,7.077960349234871,0.0037199872455771004
37.2,44.7457627118644,0.0023279397998766348,7.07796035445167,0.0037199872474363003
